show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_num,duration_unit,qtd_generos,idade_conteudo,decada_lancamento,mes_adicao,ano_adicao,indicador_filme_serie,faixa_duracao,categoria_idade,duration_minmax,idade_standardized
s6528,Movie,Conjuring Spirit,Van M. Pham,Vietnam,2018-08-28,2014.0,TV-MA,112 min,"Horror Movies, International Movies, Thrillers",112.0,min,3,12.0,2010.0s,8.0,2018.0,1,Médio,Antigo,0.3527508090614887,0.024255019641963835
s2428,Movie,Hot Sweet Sour,,Turkey,2020-06-04,2017.0,TV-14,102 min,"Dramas, International Movies, Romantic Movies",102.0,min,3,9.0,2010.0s,6.0,2020.0,1,Médio,Intermediário,0.32038834951456313,-0.3159226000035862
s5927,Movie,E-Team,"Katy Chevigny, Ross Kauffman",,2014-10-24,2014.0,,90 min,Documentaries,90.0,min,1,12.0,2010.0s,10.0,2014.0,1,Médio,Antigo,0.28155339805825247,0.024255019641963835
s3256,TV Show,Who Killed Little Gregory?,,France,2019-11-20,2019.0,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1.0,Season,3,7.0,2010.0s,11.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s7649,TV Show,Oliver Stone's Untold History of the United States,Oliver Stone,United States,2016-11-15,2013.0,TV-PG,1 Season,Docuseries,1.0,Season,1,13.0,2010.0s,11.0,2016.0,0,Série (Temporadas),Antigo,,0.13764755952381386
s3306,Movie,Seth Meyers: Lobby Baby,Neal Brennan,,2019-11-05,2019.0,TV-MA,61 min,Stand-Up Comedy,61.0,min,1,7.0,2010.0s,11.0,2019.0,1,Médio,Novo,0.1877022653721683,-0.5427076797672862
s1439,Movie,Tony Parker: The Final Shot,Florent Bodin,France,2021-01-06,2020.0,TV-14,99 min,"Documentaries, International Movies, Sports Movies",99.0,min,3,6.0,2020.0s,1.0,2021.0,1,Médio,Novo,0.31067961165048547,-0.6561002196491362
s4932,Movie,Pickpockets,Peter Webber,Colombia,2018-04-12,2017.0,TV-MA,108 min,"Dramas, Independent Movies, International Movies",108.0,min,3,9.0,2010.0s,4.0,2018.0,1,Médio,Intermediário,0.33980582524271846,-0.3159226000035862
s4829,Movie,Set It Up,,,2018-06-15,2018.0,TV-MA,106 min,"Comedies, Romantic Movies",106.0,min,2,8.0,2010.0s,6.0,2018.0,1,Médio,Novo,0.33333333333333337,-0.42931513988543624
s8172,Movie,Tezz,Priyadarshan,United Kingdom,2017-12-01,2012.0,TV-MA,121 min,"Action & Adventure, International Movies, Music & Musicals",121.0,min,3,14.0,2010.0s,12.0,2017.0,1,Longo,Antigo,0.3818770226537217,0.25104009940566385
s6984,Movie,Holding the Man,Neil Armfield,Australia,2016-08-01,2015.0,TV-MA,128 min,"Dramas, International Movies, LGBTQ Movies",128.0,min,3,11.0,2010.0s,8.0,2016.0,1,Longo,Intermediário,0.4045307443365696,-0.08913752023988618
s4220,Movie,Back to the 90s,Yanyong Kuruaungkoul,Thailand,2019-01-01,2015.0,,111 min,"Comedies, International Movies, Music & Musicals",111.0,min,3,11.0,2010.0s,1.0,2019.0,1,Médio,Intermediário,0.34951456310679613,-0.08913752023988618
s4560,Movie,Anjaan,,India,2018-10-01,2014.0,TV-14,146 min,"Action & Adventure, Dramas, International Movies",146.0,min,3,12.0,2010.0s,10.0,2018.0,1,Longo,Antigo,0.46278317152103565,0.024255019641963835
s1578,Movie,Emicida: AmarElo - It’s All For Yesterday,,Brazil,2020-12-08,2020.0,TV-MA,90 min,"Documentaries, International Movies, Music & Musicals",90.0,min,3,6.0,2020.0s,12.0,2020.0,1,Médio,Novo,0.28155339805825247,-0.6561002196491362
s3819,Movie,Good Sam,,United States,,2019.0,,90 min,"Children & Family Movies, Dramas",90.0,min,2,7.0,2010.0s,,,1,Médio,Novo,0.28155339805825247,-0.5427076797672862
s7274,Movie,Le serment des Hitler,,France,,2014.0,TV-PG,54 min,"Documentaries, International Movies",54.0,min,2,12.0,2010.0s,,,1,Curto,Antigo,0.1650485436893204,0.024255019641963835
s7343,TV Show,Lost Girl,,Canada,,2015.0,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",5.0,Seasons,3,11.0,2010.0s,,,0,Série (Temporadas),Intermediário,,-0.08913752023988618
s1533,TV Show,Anitta: Made In Honório,,Brazil,2020-12-16,2020.0,TV-MA,1 Season,"Docuseries, International TV Shows",1.0,Season,2,6.0,2020.0s,12.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s1159,TV Show,Big Time Rush,,United States,2021-03-26,2013.0,TV-G,4 Seasons,Kids' TV,4.0,Seasons,1,13.0,2010.0s,3.0,2021.0,0,Série (Temporadas),Antigo,,0.13764755952381386
s8374,TV Show,The Jungle Book,,India,2019-05-11,2010.0,TV Show,1 Season,Kids' TV,1.0,Season,1,16.0,2010.0s,5.0,2019.0,0,Série (Temporadas),Antigo,,0.4778251791693639
s7839,TV Show,Reality of Dream,,Pakistan,2018-07-31,2015.0,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1.0,Season,3,11.0,2010.0s,7.0,2018.0,0,Série (Temporadas),Intermediário,,-0.08913752023988618
s1345,Movie,The Last Paradiso,Rocco Ricciardulli,Italy,2021-02-05,2020.0,TV-MA,107 min,"Dramas, International Movies, Romantic Movies",107.0,min,3,6.0,2020.0s,2.0,2021.0,1,Médio,Novo,0.3365695792880259,-0.6561002196491362
s4760,TV Show,Dark Tourist,,New Zealand,,2018.0,TV-MA,1 Season,"Docuseries, International TV Shows",1.0,Season,2,8.0,2010.0s,,,0,Série (Temporadas),Novo,,-0.42931513988543624
s5212,Movie,Wheelman,Jeremy Rush,United States,2017-10-20,2017.0,TV-MA,82 min,Action & Adventure,82.0,min,1,9.0,2010.0s,10.0,2017.0,1,Médio,Intermediário,0.255663430420712,-0.3159226000035862
s8678,Movie,Vikings Unearthed,Harvey Lilley,United States,2017-03-01,2016.0,TV-PG,113 min,Documentaries,113.0,min,1,10.0,2010.0s,3.0,2017.0,1,Médio,Intermediário,0.3559870550161813,-0.2025300601217362
s6525,TV Show,Conan Without Borders,,,2018-12-31,2018.0,TV-14,1 Season,"Docuseries, TV Comedies",1.0,Season,2,8.0,2010.0s,12.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s5912,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,United States,2015-05-22,2015.0,TV-MA,78 min,Stand-Up Comedy,78.0,min,1,11.0,2010.0s,5.0,2015.0,1,Médio,Intermediário,0.24271844660194175,-0.08913752023988618
s5064,TV Show,The Adventures of Puss in Boots,,United States,2018-01-26,2018.0,TV-Y7,6 Seasons,"Kids' TV, TV Comedies",6.0,Seasons,2,8.0,2010.0s,1.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s1824,Movie,Panoptic,Rana Eid,Lebanon,2020-10-19,2017.0,TV-MA,69 min,"Documentaries, International Movies",69.0,min,2,9.0,2010.0s,10.0,2020.0,1,Médio,Intermediário,0.21359223300970875,-0.3159226000035862
s2099,TV Show,Emily's Wonder Lab,,United States,,2020.0,TV Show,1 Season,Kids' TV,1.0,Season,1,6.0,2020.0s,,,0,Série (Temporadas),Novo,,-0.6561002196491362
s6989,Movie,Hombanna,Rakshith Thirthahalli,India,2018-05-01,2017.0,TV-14,126 min,"Dramas, International Movies",126.0,min,2,9.0,2010.0s,5.0,2018.0,1,Longo,Intermediário,0.3980582524271845,-0.3159226000035862
s1992,TV Show,Criminal: UK,,United Kingdom,2020-09-16,2020.0,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",2.0,Seasons,3,6.0,2020.0s,9.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s3151,Movie,6 Underground,,United States,2019-12-13,2019.0,R,129 min,"Action & Adventure, Dramas",129.0,min,2,7.0,2010.0s,12.0,2019.0,1,Longo,Novo,0.4077669902912622,-0.5427076797672862
s8356,Movie,The Hurt Business,Vlad Yudin,United States,2017-02-01,2016.0,PG-13,111 min,"Documentaries, Sports Movies",111.0,min,2,10.0,2010.0s,2.0,2017.0,1,Médio,Intermediário,0.34951456310679613,-0.2025300601217362
s8335,TV Show,The Great Train Robbery,,United Kingdom,2017-03-31,2013.0,TV Show,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",1.0,Season,3,13.0,2010.0s,3.0,2017.0,0,Série (Temporadas),Antigo,,0.13764755952381386
s4926,TV Show,The Chalet,,France,2018-04-17,2018.0,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1.0,Season,3,8.0,2010.0s,4.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s2115,Movie,Little Singham: Kaal Ka Badla,Prakash Satam,,2020-08-19,2020.0,TV-Y7,70 min,"Children & Family Movies, Comedies",70.0,min,2,6.0,2020.0s,8.0,2020.0,1,Médio,Novo,0.2168284789644013,-0.6561002196491362
s1939,Movie,Ankhon Dekhi,Rajat Kapoor,India,,2013.0,TV-PG,104 min,"Dramas, Independent Movies, International Movies",104.0,min,3,13.0,2010.0s,,,1,Médio,Antigo,0.3268608414239482,0.13764755952381386
s1711,Movie,Fruitvale Station,,United States,,2013.0,R,85 min,"Dramas, Independent Movies",85.0,min,2,13.0,2010.0s,,,1,Médio,Antigo,0.26537216828478966,0.13764755952381386
s1265,Movie,Our Idiot Brother,,United States,2021-02-26,2011.0,R,90 min,"Comedies, Dramas, Independent Movies",90.0,min,3,15.0,2010.0s,2.0,2021.0,1,Médio,Antigo,0.28155339805825247,0.3644326392875139
s7111,Movie,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla",France,2017-02-08,2013.0,PG,93 min,"Children & Family Movies, Music & Musicals",93.0,min,2,13.0,2010.0s,2.0,2017.0,1,Médio,Antigo,0.29126213592233013,0.13764755952381386
s5731,TV Show,Love Family,,Taiwan,2016-11-01,2013.0,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1.0,Season,3,13.0,2010.0s,11.0,2016.0,0,Série (Temporadas),Antigo,,0.13764755952381386
s7642,Movie,Off Course,,Spain,,2015.0,TV-MA,107 min,"Comedies, International Movies",107.0,min,2,11.0,2010.0s,,,1,Médio,Intermediário,0.3365695792880259,-0.08913752023988618
s8270,Movie,The Daughter,Simon Stone,Australia,2017-04-26,2015.0,TV-MA,95 min,Dramas,95.0,min,1,11.0,2010.0s,4.0,2017.0,1,Médio,Intermediário,0.2977346278317152,-0.08913752023988618
s8230,Movie,The Bucket List,Rob Reiner,United States,2019-10-01,2007.0,PG-13,97 min,"Comedies, Dramas",97.0,min,2,19.0,2000.0s,10.0,2019.0,1,Médio,Antigo,0.3042071197411003,0.8180027988149139
s1971,Movie,The Blue Elephant 2,Marwan Hamed,Egypt,2020-09-20,2019.0,TV-MA,130 min,"Horror Movies, International Movies, Thrillers",130.0,min,3,7.0,2010.0s,9.0,2020.0,1,Longo,Novo,0.4110032362459547,-0.5427076797672862
s5214,Movie,Patton Oswalt: Annihilation,Bobcat Goldthwait,United States,2017-10-17,2017.0,TV-MA,66 min,Stand-Up Comedy,66.0,min,1,9.0,2010.0s,10.0,2017.0,1,Médio,Intermediário,0.2038834951456311,-0.3159226000035862
s6859,Movie,God Bless the Broken Road,Harold Cronk,United States,2019-02-09,2018.0,PG,111 min,"Children & Family Movies, Dramas, Faith & Spirituality",111.0,min,3,8.0,2010.0s,2.0,2019.0,1,Médio,Novo,0.34951456310679613,-0.42931513988543624
s3080,TV Show,ARASHI's Diary -Voyage-,,Japan,2019-12-31,2019.0,TV-PG,1 Season,"Docuseries, International TV Shows",1.0,Season,2,7.0,2010.0s,12.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s5237,TV Show,Beyblade Burst,,Japan,2017-10-01,2016.0,TV-Y7,1 Season,"Anime Series, Kids' TV",1.0,Season,2,10.0,2010.0s,10.0,2017.0,0,Série (Temporadas),Intermediário,,-0.2025300601217362
s5661,Movie,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,Manny Rodriguez,United States,2016-12-20,2016.0,,88 min,Stand-Up Comedy,88.0,min,1,10.0,2010.0s,12.0,2016.0,1,Médio,Intermediário,0.2750809061488673,-0.2025300601217362
s5509,Movie,Casting JonBenet,,United States,2017-04-28,2017.0,TV-14,81 min,Documentaries,81.0,min,1,9.0,2010.0s,4.0,2017.0,1,Médio,Intermediário,0.2524271844660194,-0.3159226000035862
s202,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu",Indid,2021-08-27,2003.0,TV-14,136 min,"Dramas, International Movies, Thrillers",136.0,min,3,23.0,2000.0s,8.0,2021.0,1,Longo,Antigo,0.4304207119741101,1.2715729583423139
s3987,TV Show,The OA,,United States,2019-03-22,2019.0,TV-MA,2 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",2.0,Seasons,3,7.0,2010.0s,3.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s2696,Movie,The Main Event,Jay Karas,United States,2020-04-10,2020.0,,103 min,"Children & Family Movies, Comedies, Sports Movies",103.0,min,3,6.0,2020.0s,4.0,2020.0,1,Médio,Novo,0.3236245954692557,-0.6561002196491362
s4477,TV Show,Terrorism Close Calls,,United States,2018-10-26,2018.0,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1.0,Season,3,8.0,2010.0s,10.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s2993,TV Show,Sons of the Caliphate,,Nigeria,2020-01-24,2017.0,TV-14,2 Seasons,"International TV Shows, TV Dramas",2.0,Seasons,2,9.0,2010.0s,1.0,2020.0,0,Série (Temporadas),Intermediário,,-0.3159226000035862
s1504,TV Show,Lovestruck in the City,,South Korea,2020-12-22,2020.0,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1.0,Season,3,6.0,2020.0s,12.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s5776,Movie,Pac's Scary Halloween,,Pakistan,2016-10-01,2016.0,TV-Y7,44 min,Movies,44.0,min,1,10.0,2010.0s,10.0,2016.0,1,Curto,Intermediário,0.13268608414239483,-0.2025300601217362
s7065,Movie,Incomplete,,Indid,2017-04-08,2017.0,TV-MA,119 min,"Dramas, International Movies, Romantic Movies",119.0,min,3,9.0,2010.0s,4.0,2017.0,1,Médio,Intermediário,0.3754045307443366,-0.3159226000035862
s471,Movie,Bridgerton - The Afterparty,"Krysia Plonka, Kristian Mercado",United States,2021-07-13,2021.0,,39 min,Movies,39.0,min,1,5.0,2020.0s,7.0,2021.0,1,Curto,Novo,0.11650485436893204,-0.7694927595309863
s7553,Movie,Mythily Veendum Varunnu,Sabu Varghese,Indid,2018-08-01,2017.0,TV-PG,88 min,"Horror Movies, International Movies",88.0,min,2,9.0,2010.0s,8.0,2018.0,1,Médio,Intermediário,0.2750809061488673,-0.3159226000035862
s8344,Movie,The Heroes of Evil,Zoe Berriatúa,Spain,2016-06-01,2015.0,TV-MA,99 min,"Dramas, International Movies",99.0,min,2,11.0,2010.0s,6.0,2016.0,1,Médio,Intermediário,0.31067961165048547,-0.08913752023988618
s7551,Movie,My Wife and My Wifey,,,2019-04-18,2014.0,TV-14,99 min,"Comedies, International Movies",99.0,min,2,12.0,2010.0s,4.0,2019.0,1,Médio,Antigo,0.31067961165048547,0.024255019641963835
s868,Movie,The Last Days,James Moll,United States,,1998.0,PG-13,87 min,Documentaries,87.0,min,1,28.0,1990.0s,,,1,Médio,Antigo,0.27184466019417475,1.8385356577515641
s6068,TV Show,A.D. Kingdom and Empire,,United States,2017-12-15,2015.0,TV-14,1 Season,TV Dramas,1.0,Season,1,11.0,2010.0s,12.0,2017.0,0,Série (Temporadas),Intermediário,,-0.08913752023988618
s3861,TV Show,Crime Diaries: Night Out,Felipe Cano,Mexico,2019-05-03,2019.0,TV Show,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1.0,Season,3,7.0,2010.0s,5.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s7778,TV Show,Power Rangers Super Megaforce,,Pakistan,2016-01-01,2014.0,TV-Y7,1 Season,Kids' TV,1.0,Season,1,12.0,2010.0s,1.0,2016.0,0,Série (Temporadas),Antigo,,0.024255019641963835
s330,Movie,Catch Me If You Can,Steven Spielberg,United States,2021-08-01,2002.0,PG-13,142 min,Dramas,142.0,min,1,24.0,2000.0s,8.0,2021.0,1,Longo,Antigo,0.4498381877022654,1.384965498224164
s3376,TV Show,Monzón: A Knockout Blow,,Argentina,2019-10-25,2018.0,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1.0,Season,3,8.0,2010.0s,10.0,2019.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s785,Movie,Cloudburst,Thom Fitzgerald,United States,2021-06-02,2011.0,TV-MA,93 min,"Comedies, Dramas, Independent Movies",93.0,min,3,15.0,2010.0s,6.0,2021.0,1,Médio,Antigo,0.29126213592233013,0.3644326392875139
s2089,Movie,Unknown Origins,David Galán Galindo,Spain,2020-08-28,2020.0,TV-MA,97 min,"International Movies, Thrillers",97.0,min,2,6.0,2020.0s,8.0,2020.0,1,Médio,Novo,0.3042071197411003,-0.6561002196491362
s4670,Movie,Once Again,Kanwal Sethi,Indid,2018-09-01,2018.0,TV-PG,101 min,"Dramas, Independent Movies, International Movies",101.0,min,3,8.0,2010.0s,9.0,2018.0,1,Médio,Novo,0.31715210355987056,-0.42931513988543624
s5347,Movie,The Invisible Guardian,,Spain,2017-08-03,2017.0,TV-MA,129 min,"International Movies, Thrillers",129.0,min,2,9.0,2010.0s,8.0,2017.0,1,Longo,Intermediário,0.4077669902912622,-0.3159226000035862
s947,Movie,Stargate,Roland Emmerich,United States,2021-05-01,1994.0,,121 min,"Action & Adventure, Sci-Fi & Fantasy",121.0,min,2,32.0,1990.0s,5.0,2021.0,1,Longo,Antigo,0.3818770226537217,2.292105817278964
s3406,Movie,Seventeen,Daniel Sánchez Arévalo,,2019-10-18,2019.0,TV-MA,100 min,"Comedies, Dramas, International Movies",100.0,min,3,7.0,2010.0s,10.0,2019.0,1,Médio,Novo,0.31391585760517804,-0.5427076797672862
s5801,TV Show,Kulipari: An Army of Frogs,,United States,2016-09-02,2016.0,TV-Y7,1 Season,Kids' TV,1.0,Season,1,10.0,2010.0s,9.0,2016.0,0,Série (Temporadas),Intermediário,,-0.2025300601217362
s4981,TV Show,Wild Wild Country,,United States,,2018.0,TV Show,1 Season,"Crime TV Shows, Docuseries",1.0,Season,2,8.0,2010.0s,,,0,Série (Temporadas),Novo,,-0.42931513988543624
s100,TV Show,On the Verge,,France,2021-09-07,2021.0,TV-MA,1 Season,"TV Comedies, TV Dramas",1.0,Season,2,5.0,2020.0s,9.0,2021.0,0,Série (Temporadas),Novo,,-0.7694927595309863
s4484,TV Show,Here to Heart,,China,2018-10-23,2018.0,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1.0,Season,3,8.0,2010.0s,10.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s1194,Movie,Wave of Cinema: 90's Generation,Adriano Rudiman,,2021-03-18,2020.0,,51 min,"Documentaries, International Movies, Music & Musicals",51.0,min,3,6.0,2020.0s,3.0,2021.0,1,Curto,Novo,0.15533980582524273,-0.6561002196491362
s7261,Movie,Laddaland,,Thailand,2018-09-07,2011.0,TV-MA,112 min,"Horror Movies, International Movies",112.0,min,2,15.0,2010.0s,9.0,2018.0,1,Médio,Antigo,0.3527508090614887,0.3644326392875139
s914,Movie,Time to Dance,Stanley Menino D'Costa,India,2021-05-07,2020.0,TV-PG,107 min,"Dramas, International Movies, Romantic Movies",107.0,min,3,6.0,2020.0s,5.0,2021.0,1,Médio,Novo,0.3365695792880259,-0.6561002196491362
s655,Movie,#Selfie,Cristina Jacob,Romania,,2014.0,TV-MA,125 min,"Comedies, Dramas, International Movies",125.0,min,3,12.0,2010.0s,,,1,Longo,Antigo,0.39482200647249194,0.024255019641963835
s7275,Movie,Leap Year,Anand Tucker,United States,,2010.0,PG,100 min,"Comedies, Romantic Movies",100.0,min,2,16.0,2010.0s,,,1,Médio,Antigo,0.31391585760517804,0.4778251791693639
s4716,Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li",,2018-08-04,2018.0,TV-PG,74 min,"Anime Features, International Movies, Romantic Movies",74.0,min,3,8.0,2010.0s,8.0,2018.0,1,Médio,Novo,0.22977346278317154,-0.42931513988543624
s4200,TV Show,Back with the Ex,,Pakistan,2019-01-11,2018.0,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",1.0,Season,3,8.0,2010.0s,1.0,2019.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s6133,TV Show,America's Book of Secrets,,United States,2019-09-15,2014.0,TV-14,1 Season,Docuseries,1.0,Season,1,12.0,2010.0s,9.0,2019.0,0,Série (Temporadas),Antigo,,0.024255019641963835
s3008,Movie,WHAT DID JACK DO?,David Lynch,United States,2020-01-20,2020.0,TV-14,17 min,"Dramas, Independent Movies",17.0,min,2,6.0,2020.0s,1.0,2020.0,1,Curto,Novo,0.045307443365695796,-0.6561002196491362
s418,Movie,Chhota Bheem in African Safari,Binayak Das,,2021-07-22,2015.0,TV-Y7,62 min,Children & Family Movies,62.0,min,1,11.0,2010.0s,7.0,2021.0,1,Médio,Intermediário,0.19093851132686085,-0.08913752023988618
s5084,Movie,Milada,David Mrnka,Czech Republic,2018-01-12,2017.0,TV-14,124 min,"Dramas, International Movies",124.0,min,2,9.0,2010.0s,1.0,2018.0,1,Longo,Intermediário,0.39158576051779936,-0.3159226000035862
s3182,Movie,The Irishman: In Conversation,,United States,2019-12-05,2019.0,TV-MA,24 min,Documentaries,24.0,min,1,7.0,2010.0s,12.0,2019.0,1,Curto,Novo,0.0679611650485437,-0.5427076797672862
s5280,Movie,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz",Chile,2017-09-08,2017.0,TV-MA,60 min,Stand-Up Comedy,60.0,min,1,9.0,2010.0s,9.0,2017.0,1,Curto,Intermediário,0.18446601941747573,-0.3159226000035862
s5120,TV Show,"Hello, My Twenties!",,South Korea,2017-12-18,2017.0,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",2.0,Seasons,3,9.0,2010.0s,12.0,2017.0,0,Série (Temporadas),Intermediário,,-0.3159226000035862
s3718,Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson",Thailand,2010-01-01,2025.0,,96 min,"Action & Adventure, International Movies",96.0,min,2,1.0,2020.0s,1.0,2010.0,1,Médio,Novo,0.3009708737864078,-1.2230629190583864
s1987,Movie,Nee Enge En Anbe,Sekhar Kammula,India,2020-09-17,2014.0,TV-14,137 min,"International Movies, Thrillers",137.0,min,2,12.0,2010.0s,9.0,2020.0,1,Longo,Antigo,0.4336569579288026,0.024255019641963835
s796,TV Show,Happy Endings,,United States,2021-06-02,2012.0,TV-14,3 Seasons,TV Comedies,3.0,Seasons,1,14.0,2010.0s,6.0,2021.0,0,Série (Temporadas),Antigo,,0.25104009940566385
s6465,Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das",,,2019.0,TV-Y7,112 min,Children & Family Movies,112.0,min,1,7.0,2010.0s,,,1,Médio,Novo,0.3527508090614887,-0.5427076797672862
s5177,Movie,Mea Culpa,,,2017-11-10,2017.0,TV-MA,54 min,Stand-Up Comedy,54.0,min,1,9.0,2010.0s,11.0,2017.0,1,Curto,Intermediário,0.1650485436893204,-0.3159226000035862
s2055,TV Show,Chef's Table: BBQ,,United States,2020-09-02,2020.0,TV-14,1 Season,"Docuseries, Reality TV",1.0,Season,2,6.0,2020.0s,9.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s5734,Movie,Norman Lear: Just Another Version of You,"Heidi Ewing, Rachel Grady",United States,2016-11-01,2016.0,,91 min,Documentaries,91.0,min,1,10.0,2010.0s,11.0,2016.0,1,Médio,Intermediário,0.284789644012945,-0.2025300601217362
s2974,Movie,Hakkunde,Oluseyi Asurf,Nigeria,2020-01-31,2017.0,TV-14,93 min,"Comedies, Dramas, Independent Movies",93.0,min,3,9.0,2010.0s,1.0,2020.0,1,Médio,Intermediário,0.29126213592233013,-0.3159226000035862
s1966,Movie,High & Low The Movie 2 / End of Sky,"Shigeaki Kubo, Tsuyoshi Nakakuki",Japan,2020-09-20,2017.0,TV-MA,124 min,"Action & Adventure, International Movies",124.0,min,2,9.0,2010.0s,9.0,2020.0,1,Longo,Intermediário,0.39158576051779936,-0.3159226000035862
s3492,TV Show,Glitch,,Australia,2019-09-25,2019.0,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror",3.0,Seasons,3,7.0,2010.0s,9.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s8464,Movie,The President's Barber,Chan-sang Lim,South Korea,2017-10-01,2004.0,TV-MA,116 min,"Comedies, Dramas, International Movies",116.0,min,3,22.0,2000.0s,10.0,2017.0,1,Médio,Antigo,0.36569579288025894,1.158180418460464
s1373,Movie,June & Kopi,,Indonesia,,2021.0,TV-PG,90 min,"Children & Family Movies, Dramas, International Movies",90.0,min,3,5.0,2020.0s,,,1,Médio,Novo,0.28155339805825247,-0.7694927595309863
s7510,Movie,Moor,Jami,Pakistan,2017-11-01,2015.0,Movie,135 min,"Dramas, Independent Movies, International Movies",135.0,min,3,11.0,2010.0s,11.0,2017.0,1,Longo,Intermediário,0.4271844660194175,-0.08913752023988618
s3904,Movie,Someone Great,Jennifer Kaytin Robinson,United States,2019-04-19,2019.0,R,92 min,"Comedies, Romantic Movies",92.0,min,2,7.0,2010.0s,4.0,2019.0,1,Médio,Novo,0.28802588996763756,-0.5427076797672862
s837,Movie,Ghost Lab,Paween Purijitpanya,Thailand,2021-05-27,2021.0,TV-MA,118 min,"Horror Movies, International Movies, Thrillers",118.0,min,3,5.0,2020.0s,5.0,2021.0,1,Médio,Novo,0.37216828478964403,-0.7694927595309863
s4764,TV Show,Jimmy: The True Story of a True Idiot,,Japan,2018-07-20,2018.0,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",1.0,Season,3,8.0,2010.0s,7.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s3296,TV Show,Green Eggs and Ham,,,2019-11-08,2019.0,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",1.0,Season,3,7.0,2010.0s,11.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s5396,TV Show,Intersection,,Turkey,2017-07-01,2016.0,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",3.0,Seasons,3,10.0,2010.0s,7.0,2017.0,0,Série (Temporadas),Intermediário,,-0.2025300601217362
s6671,Movie,El último testigo,Philipp Stölzl,United States,2018-02-04,2012.0,R,105 min,Action & Adventure,105.0,min,1,14.0,2010.0s,2.0,2018.0,1,Médio,Antigo,0.3300970873786408,0.25104009940566385
s1016,Movie,American Me,Edward James Olmos,United States,2021-04-17,1992.0,R,126 min,Dramas,126.0,min,1,34.0,1990.0s,4.0,2021.0,1,Longo,Antigo,0.3980582524271845,2.518890897042664
s8394,Movie,The Little Hours,,Canada,2018-12-23,2017.0,R,89 min,"Comedies, Independent Movies",89.0,min,2,9.0,2010.0s,12.0,2018.0,1,Médio,Intermediário,0.2783171521035599,-0.3159226000035862
s1988,Movie,Residue,Merawi Gerima,United States,2020-09-17,2020.0,TV-MA,90 min,"Dramas, Independent Movies",90.0,min,2,6.0,2020.0s,9.0,2020.0,1,Médio,Novo,0.28155339805825247,-0.6561002196491362
